Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
blissey;normal;1.5 m;46.8 kg;natural-cure or serene-grace or healer;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png;540;urban;pink;false;false;255;10;10;75;135;55;ghost;;;;fighting;
raikou;electric;1.9 m;178 kg;pressure or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png;580;grassland;yellow;true;false;90;85;75;115;100;115;;;flying,steel,electric;;ground;
entei;fire;2.1 m;198 kg;pressure or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png;580;grassland;brown;true;false;115;115;85;90;75;100;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
suicune;water;2 m;187 kg;pressure or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png;580;grassland;blue;true;false;100;75;115;90;115;85;;;steel,fire,water,ice;;grass,electric;
larvitar;rock,ground;0.6 m;72 kg;guts or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png;300;mountain;green;false;false;50;64;50;45;50;41;electric;poison;normal,flying,fire,rock;;fighting,ground,steel,ice;water,grass
pupitar;rock,ground;1.2 m;152 kg;shed-skin;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png;410;mountain;gray;false;false;70;84;70;65;70;51;electric;poison;normal,flying,fire,rock;;fighting,ground,steel,ice;water,grass
tyranitar;rock,dark;2 m;202 kg;sand-stream or unnerve;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png;600;mountain;green;false;false;100;134;110;95;100;61;psychic;;normal,flying,poison,fire,ghost,dark;;ground,steel,water,grass,bug,fairy;fighting
lugia;psychic,flying;5.2 m;216 kg;pressure or multiscale;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png;680;rare;white;true;false;106;90;130;90;154;110;ground;fighting;psychic,grass;bug;ghost,dark,rock,electric,ice;
ho-oh;fire,flying;3.8 m;199 kg;pressure or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png;680;rare;red;true;false;106;130;90;110;154;90;ground;bug,grass;steel,fire,fairy,fighting;ice;water,electric;rock
celebi;psychic,grass;0.6 m;5 kg;natural-cure;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png;600;forest;green;false;true;100;100;100;100;100;100;;;fighting,psychic,ground,water,grass,electric;;ghost,dark,flying,poison,fire,ice;bug
treecko;grass;0.5 m;5 kg;overgrow or unburden;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png;310;forest;green;false;false;40;45;35;65;55;70;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
grovyle;grass;0.9 m;21.6 kg;overgrow or unburden;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png;405;forest;green;false;false;50;65;45;85;65;95;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
sceptile;grass;1.7 m;52.2 kg;overgrow or unburden;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png;530;forest;green;false;false;70;85;65;105;85;120;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
torchic;fire;0.4 m;2.5 kg;blaze or speed-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png;310;grassland;red;false;false;45;60;40;70;50;45;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
combusken;fire,fighting;0.9 m;19.5 kg;blaze or speed-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png;405;grassland;red;false;false;60;85;60;85;60;55;;bug;steel,fire,grass,ice,dark;fairy,rock;ground,water,flying,psychic;
blaziken;fire,fighting;1.9 m;52 kg;blaze or speed-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png;530;grassland;red;false;false;80;120;70;110;70;80;;bug;steel,fire,grass,ice,dark;fairy,rock;ground,water,flying,psychic;
mudkip;water;0.4 m;7.6 kg;torrent or damp;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png;310;waters-edge;blue;false;false;50;70;50;50;50;40;;;steel,fire,water,ice;;grass,electric;
marshtomp;water,ground;0.7 m;28 kg;torrent or damp;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png;405;waters-edge;blue;false;false;70;85;70;60;70;50;electric;;steel,fire,poison,rock;water,ice;;grass
swampert;water,ground;1.5 m;81.9 kg;torrent or damp;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png;535;waters-edge;blue;false;false;100;110;90;85;90;60;electric;;steel,fire,poison,rock;water,ice;;grass
poochyena;dark;0.5 m;13.6 kg;run-away or quick-feet or rattled;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png;220;grassland;gray;false;false;35;55;35;30;30;35;psychic;;ghost,dark;;fighting,bug,fairy;
mightyena;dark;1 m;37 kg;intimidate or quick-feet or moxie;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png;420;grassland;gray;false;false;70;90;70;60;60;70;psychic;;ghost,dark;;fighting,bug,fairy;
zigzagoon;normal;0.4 m;17.5 kg;pickup or gluttony or quick-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png;240;grassland;brown;false;false;38;30;41;30;41;60;ghost;;;;fighting;
linoone;normal;0.5 m;32.5 kg;pickup or gluttony or quick-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png;420;grassland;white;false;false;78;70;61;50;61;100;ghost;;;;fighting;
wurmple;bug;0.3 m;3.6 kg;shield-dust or run-away;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png;195;forest;red;false;false;45;45;35;20;30;20;;;fighting,ground,grass;;flying,rock,fire;
silcoon;bug;0.6 m;10 kg;shed-skin;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png;205;forest;white;false;false;50;35;55;25;25;15;;;fighting,ground,grass;;flying,rock,fire;
beautifly;bug,flying;1 m;28.4 kg;swarm or rivalry;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png;395;forest;yellow;false;false;60;70;50;100;50;65;ground;fighting,grass;bug;;flying,fire,electric,ice;rock
cascoon;bug;0.7 m;11.5 kg;shed-skin;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png;205;forest;purple;false;false;50;35;55;25;25;15;;;fighting,ground,grass;;flying,rock,fire;
dustox;bug,poison;1.2 m;31.6 kg;shield-dust or compound-eyes;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png;385;forest;green;false;false;60;50;70;50;90;65;;fighting,grass;poison,bug,fairy;ground;flying,rock,fire,psychic;
lotad;water,grass;0.5 m;2.6 kg;swift-swim or rain-dish or own-tempo;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png;220;waters-edge;green;false;false;40;30;30;40;50;30;;water;steel,ground;fire,ice,grass,electric;flying,poison,bug;
lombre;water,grass;1.2 m;32.5 kg;swift-swim or rain-dish or own-tempo;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png;340;waters-edge;green;false;false;60;50;50;60;70;50;;water;steel,ground;fire,ice,grass,electric;flying,poison,bug;
ludicolo;water,grass;1.5 m;55 kg;swift-swim or rain-dish or own-tempo;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png;480;waters-edge;green;false;false;80;70;70;90;100;70;;water;steel,ground;fire,ice,grass,electric;flying,poison,bug;
seedot;grass;0.5 m;4 kg;chlorophyll or early-bird or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png;220;forest;brown;false;false;40;40;50;30;30;30;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
nuzleaf;grass,dark;1 m;28 kg;chlorophyll or early-bird or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png;340;forest;brown;false;false;70;70;40;60;40;60;psychic;;ground,water,grass,electric,ghost,dark;;flying,poison,fire,ice,fighting,fairy;bug
shiftry;grass,dark;1.3 m;59.6 kg;chlorophyll or wind-rider or pickpocket;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png;480;forest;brown;false;false;90;100;60;90;60;80;psychic;;ground,water,grass,electric,ghost,dark;;flying,poison,fire,ice,fighting,fairy;bug
taillow;normal,flying;0.3 m;2.3 kg;guts or scrappy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png;270;grassland;blue;false;false;40;55;30;30;30;85;ghost,ground;;bug,grass;fighting;rock,electric,ice;
swellow;normal,flying;0.7 m;19.8 kg;guts or scrappy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png;455;grassland;blue;false;false;60;85;60;75;50;125;ghost,ground;;bug,grass;fighting;rock,electric,ice;
wingull;water,flying;0.6 m;9.5 kg;keen-eye or hydration or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png;270;sea;white;false;false;40;30;30;55;30;85;ground;;steel,fire,water,fighting,bug;ice,grass;rock;electric
pelipper;water,flying;1.2 m;28 kg;keen-eye or drizzle or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png;440;sea;yellow;false;false;60;50;100;95;70;65;ground;;steel,fire,water,fighting,bug;ice,grass;rock;electric
ralts;psychic,fairy;0.4 m;6.6 kg;synchronize or trace or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png;198;urban;white;false;false;28;25;25;45;35;40;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
kirlia;psychic,fairy;0.8 m;20.2 kg;synchronize or trace or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png;278;urban;white;false;false;38;35;35;65;55;50;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
gardevoir;psychic,fairy;1.6 m;48.4 kg;synchronize or trace or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png;518;urban;white;false;false;68;65;65;125;115;80;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
surskit;bug,water;0.5 m;1.7 kg;swift-swim or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png;269;waters-edge;blue;false;false;40;30;32;50;52;65;;;fighting,ground,steel,water,ice;grass,fire;flying,rock,electric;
masquerain;bug,flying;0.8 m;3.6 kg;intimidate or unnerve;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png;454;waters-edge;blue;false;false;70;60;62;100;82;80;ground;fighting,grass;bug;;flying,fire,electric,ice;rock
shroomish;grass;0.4 m;4.5 kg;effect-spore or poison-heal or quick-feet;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png;295;forest;brown;false;false;60;40;60;40;60;35;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
breloom;grass,fighting;1.2 m;39.2 kg;effect-spore or poison-heal or technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png;460;forest;green;false;false;60;130;80;60;60;70;;;ground,water,grass,electric,rock,dark;bug;poison,fire,ice,psychic,fairy;flying
slakoth;normal;0.8 m;24 kg;truant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png;280;forest;brown;false;false;60;60;60;35;35;30;ghost;;;;fighting;
vigoroth;normal;1.4 m;46.5 kg;vital-spirit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png;440;forest;white;false;false;80;80;80;55;55;90;ghost;;;;fighting;
slaking;normal;2 m;130.5 kg;truant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png;670;forest;brown;false;false;150;160;100;95;65;100;ghost;;;;fighting;
nincada;bug,ground;0.5 m;5.5 kg;compound-eyes or run-away;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png;266;forest;gray;false;false;31;45;90;30;30;40;electric;;fighting,ground,poison;grass,rock;flying,fire,water,ice;
ninjask;bug,flying;0.8 m;12 kg;speed-boost or infiltrator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png;456;forest;yellow;false;false;61;90;45;50;50;160;ground;fighting,grass;bug;;flying,fire,electric,ice;rock
shedinja;bug,ghost;0.8 m;1.2 kg;wonder-guard;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png;236;forest;brown;false;false;1;90;45;30;30;40;fighting,normal;;ground,grass,poison,bug;;flying,rock,fire,ghost,dark;
whismur;normal;0.6 m;16.3 kg;soundproof or rattled;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png;240;cave;pink;false;false;64;51;23;51;23;28;ghost;;;;fighting;
